TIPO DE REGISTRO                  ;CÓDIGO DA UF;NÚMERO SEQUENCIAL;DV DO SEQUENCIAL;NÚMERO DO DOMICÍLIO;ESTRATO GEOGRÁFICO;FATOR DE EXPANSÃO 2 (AJUSTADO P/ ESTIMATIVAS)           ;PERÍODO REAL DA COLETA;QUANTIDADE DE MORADORES      ;QUANTIDADE DE UC                ;QUANTIDADE DE FAMÍLIAS;TIPO DE DOMICILIO;MATERIAL QUE PREDOMINA NAS PAREDES EXTERNAS;MATERIAL QUE PREDOMINA NA COBERTURA;MATERIAL QUE PREDOMINA NO PISO;QUANTIDADE DE CÔMODOS;CÔMODOS SERVINDO DE DORMITÓRIO;EXISTÊNCIA DE ÁGUA CANALIZADA;PROVENIÊNCIA DA ÁGUA;QUANTIDADE DE BANHEIROS;ESCOADOURO SANITÁRIO;CONDIÇÃO DE OCUPAÇÃO;TEMPO DE ALUGUEL;TIPO DE CONTRATO DE ALUGUEL;EXISTÊNCIA DE PAVIMENTAÇÃO NA RUA;IMPUTAÇÃO - QUANTIDADE DE CÔMODOS;IMPUTAÇÃO - QUANTIDADE DE BANHEIROS;IMPUTAÇÃO - ESCOADOURO SANITÁRIO;RENDA MONETÁRIA MENSAL DO DOMICÍLIO;RENDA NÃO MONETÁRIA MENSAL DO DOMICÍLIO;RENDA TOTAL MENSAL DO DOMICÍLIO               
1;33;52;3;4;8;3623,226089;40;4;1;1;1;1;2;4;5;2;1;1;1;1;2;0;0;2;0;0;0;2602;600;3202,001122
1;33;52;3;5;8;3623,226089;43;3;1;1;2;1;2;2;4;1;1;1;1;1;3;0;0;2;0;0;0;1687,7;460,97;2148,671122
1;33;52;3;6;8;3623,226089;43;4;1;1;2;1;2;2;5;1;1;1;1;1;6;2;1;2;0;0;0;1859,55;0;1859,552122
1;33;52;3;7;8;3623,226089;44;2;1;1;2;1;2;2;4;1;1;1;1;1;6;2;1;2;0;0;0;1195,55;16,37;1211,922122
1;33;52;3;9;8;3623,226089;46;3;1;1;1;1;1;2;7;3;1;1;2;1;6;2;3;1;0;0;0;5398,2;10,2;5408,401122
1;33;53;1;1;8;4698,705723;40;4;1;1;1;1;1;2;6;2;1;1;2;1;1;0;0;1;0;0;0;964,17;399,5;1363,671122
1;33;53;1;10;8;4698,705723;46;2;1;1;1;1;1;2;5;1;1;1;1;1;6;2;2;1;0;0;0;2562,5;0;2562,501122
1;33;53;1;11;8;4698,705723;46;2;1;1;1;1;1;2;9;2;1;1;1;1;6;2;2;1;0;0;0;2253,25;0;2253,251122
1;33;53;1;12;8;4698,705723;46;4;1;1;2;1;1;2;5;2;1;1;1;1;1;0;0;1;0;0;0;1900,03;530;2430,031122
1;33;53;1;13;8;4698,705723;49;6;1;1;2;1;1;2;12;4;1;1;2;1;6;2;1;1;0;0;0;8120,3;0;8120,301122
1;33;53;1;14;8;4698,705723;49;3;1;1;2;1;2;2;5;1;1;1;1;1;1;0;0;1;0;0;0;396;607,92;1003,921122
1;33;53;1;15;8;4698,705723;49;2;1;1;1;1;1;2;11;3;1;1;3;1;4;0;0;1;0;0;0;3753,73;1500;5253,731122
1;33;53;1;16;8;4698,705723;49;4;1;1;1;1;1;2;7;2;1;1;1;1;6;3;3;1;0;0;0;3624,42;0;3624,421122
1;33;53;1;17;8;4698,705723;52;2;1;1;1;1;2;2;6;2;1;1;1;1;1;0;0;1;0;0;0;1639;495;2134,001122
1;33;53;1;19;8;4698,705723;52;2;1;1;1;1;1;2;7;2;1;1;2;2;1;0;0;1;0;0;0;1937,67;559,67;2497,331122
1;33;53;1;2;8;4698,705723;40;2;1;1;1;1;1;2;6;1;1;1;1;1;6;2;1;1;0;0;0;2253,8;0;2253,801122
1;33;53;1;20;8;4698,705723;52;2;1;1;1;1;2;2;7;1;1;1;1;2;1;0;0;1;0;0;0;2236,04;445,5;2681,541122
1;33;53;1;3;8;4698,705723;40;7;1;1;1;1;1;2;5;2;1;1;1;1;6;3;1;2;0;0;0;7242,75;212,47;7455,221122
1;33;53;1;5;8;4698,705723;43;5;1;1;1;1;2;2;8;3;1;1;2;1;6;3;2;1;0;0;0;4653;0;4653,001122
1;33;53;1;6;8;4698,705723;43;6;1;1;1;1;1;2;4;2;1;1;1;1;6;2;1;1;0;0;0;2087,85;0;2087,851122
1;33;53;1;7;8;4698,705723;44;3;1;1;1;1;1;2;25;3;1;1;8;1;1;0;0;1;0;0;0;45085,83;0;45085,83112
1;33;53;1;8;8;4698,705723;43;5;1;1;1;1;1;2;5;2;1;1;1;1;1;0;0;1;0;0;0;2538,8;633,33;3172,131122
1;33;53;1;9;8;4698,705723;46;4;1;1;1;1;1;2;6;3;1;1;1;1;1;0;0;1;0;0;0;3639,38;800;4439,381122
1;33;54;0;14;9;5697,739124;24;3;1;1;2;1;2;3;12;2;1;1;4;1;1;0;0;1;0;0;0;9100;2771,84;11871,84122
1;33;54;0;3;9;5697,739124;18;1;1;1;2;1;2;3;10;1;1;1;3;1;1;0;0;1;0;0;0;12577,5;1897,14;14474,64122
1;33;54;0;8;9;5697,739124;14;4;1;1;2;1;2;3;9;3;1;1;3;1;1;0;0;1;0;0;0;14346,72;2927,49;17274,21122
1;33;55;8;1;9;6459,613929;27;2;1;1;2;1;1;7;10;1;1;1;2;1;1;0;0;1;0;0;0;11932,7;528,55;12461,25122
1;33;55;8;12;9;6459,613929;39;1;1;1;2;1;2;3;5;1;1;1;3;1;6;3;2;1;0;0;0;13950;0;13950,00122
1;33;55;8;2;9;6459,613929;29;2;1;1;2;1;1;3;8;1;1;1;2;1;1;0;0;1;0;0;0;1903,75;1757,18;3660,931222
1;33;55;8;3;9;6459,613929;30;2;1;1;2;1;1;5;7;1;1;1;2;1;6;3;2;1;0;0;0;6581,29;3,53;6584,821222
1;33;55;8;4;9;6459,613929;31;1;1;1;3;6;7;2;3;1;1;1;1;1;4;0;0;2;0;0;0;2866,5;324,3;3190,801222
1;33;55;8;8;9;6459,613929;35;1;1;1;2;1;1;3;9;2;1;1;2;1;6;3;3;1;0;0;0;19372,5;2080;21452,50122
1;33;56;6;1;9;4155,261429;40;2;1;1;2;1;2;3;8;2;1;1;2;1;1;0;0;1;0;0;0;11350,78;812,72;12163,49122
1;33;56;6;10;9;4155,261429;49;1;1;1;2;1;4;2;5;2;1;1;2;1;1;0;0;1;0;0;0;553,73;4029,24;4582,971222
1;33;56;6;11;9;4155,261429;50;4;1;1;2;1;1;3;9;3;1;1;5;1;1;0;0;1;0;0;0;33798,58;0;33798,58122
1;33;56;6;12;9;4155,261429;52;4;1;1;2;1;2;3;11;4;1;1;4;1;6;3;2;1;0;0;0;2738,5;0;2738,501222
1;33;56;6;13;9;4155,261429;52;3;1;1;2;1;2;7;8;2;1;1;3;1;1;0;0;1;0;0;0;14818,33;1098,9;15917,23122
1;33;56;6;2;9;4155,261429;42;1;1;1;2;1;2;7;7;2;1;1;3;1;1;0;0;1;0;0;0;3250;1381,2;4631,201222
1;33;56;6;3;9;4155,261429;43;3;1;1;2;1;2;3;13;2;1;1;4;1;1;0;0;1;0;0;0;33597,5;1245,82;34843,32122
1;33;56;6;4;9;4155,261429;44;2;1;1;2;1;1;3;11;4;1;1;3;1;1;0;0;1;0;0;0;19575;0;19575,00122
1;33;56;6;8;9;4155,261429;48;4;1;1;2;1;2;3;5;2;1;1;2;1;3;0;0;1;0;0;0;1345,38;827,42;2172,791222
1;35;1;0;1;1;3188,555966;1;3;1;1;2;1;2;2;6;2;1;1;2;1;1;0;0;1;0;0;0;3632,2;1710,21;5342,411222
1;35;1;0;11;1;3188,555966;11;2;1;1;2;1;2;2;7;1;1;1;3;1;1;0;0;1;0;0;0;2927,25;622,33;3549,581222
1;35;1;0;2;1;3188,555966;2;4;1;1;1;1;1;2;6;3;1;1;2;1;6;2;2;1;0;0;0;1476;51,5;1527,501222
1;35;1;0;3;1;3188,555966;2;2;1;1;2;1;2;2;6;1;1;1;2;1;1;0;0;1;0;0;0;2270,91;421,15;2692,061222
1;35;1;0;4;1;3188,555966;4;3;1;1;2;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;4802,07;1050,4;5852,471222
1;35;1;0;6;1;3188,555966;4;2;1;1;2;1;2;2;4;1;1;1;1;1;6;2;2;1;0;0;0;2060,68;18,33;2079,021222
1;35;1;0;8;1;3188,555966;7;4;1;1;1;1;1;2;7;2;1;1;1;1;6;3;2;1;0;0;0;2890,35;0;2890,351222
1;35;2;8;1;1;3580,249214;3;6;1;1;1;1;1;2;7;3;1;1;2;1;1;0;0;1;0;0;0;5138,51;942,3;6080,811222
1;35;2;8;10;1;3580,249214;12;5;1;1;1;1;1;2;3;1;1;1;1;1;4;0;0;1;0;0;0;1976,46;112,8;2089,261222
1;35;2;8;11;1;3580,249214;12;4;1;1;1;1;1;2;9;3;1;1;2;1;1;0;0;1;0;0;0;3264,64;816;4080,641222
1;35;2;8;13;1;3580,249214;11;4;1;1;1;1;1;2;5;2;1;1;1;1;1;0;0;1;0;0;0;1408,2;309,55;1717,751222
1;35;2;8;2;1;3580,249214;2;3;1;1;1;1;1;2;3;1;1;1;1;1;4;0;0;1;0;0;0;883,7;248,45;1132,151222
1;35;2;8;3;1;3580,249214;3;2;1;1;1;1;1;2;3;1;1;1;1;1;6;3;1;1;0;0;0;3215,64;10,4;3226,041222
1;35;2;8;6;1;3580,249214;5;4;1;1;1;1;1;2;5;2;1;1;1;1;4;0;0;1;0;0;0;2013,03;625,3;2638,331222
1;35;2;8;7;1;3580,249214;8;1;1;1;1;1;1;2;3;1;1;1;1;1;6;1;1;1;0;0;0;912,04;42,5;954,5412222
1;35;2;8;8;1;3580,249214;8;8;1;1;1;1;2;2;4;2;1;1;1;6;1;0;0;1;0;0;0;1101,07;359,07;1460,141222
1;35;2;8;9;1;3580,249214;8;4;1;1;1;1;1;2;6;3;1;1;1;6;1;0;0;1;0;0;0;757,57;308,48;1066,041222
1;35;3;6;1;1;8570,249809;4;3;1;1;1;1;1;3;6;2;1;1;1;1;1;0;0;1;0;0;0;3984,27;258,83;4243,101222
1;35;3;6;10;1;8570,249809;12;3;1;1;1;1;1;2;6;2;1;1;2;1;1;0;0;1;0;0;0;3625;509,38;4134,381222
1;35;3;6;12;1;8570,249809;13;3;1;1;1;1;1;2;5;2;1;1;2;1;4;0;0;1;0;0;0;3026,75;464,89;3491,641222
1;35;3;6;13;1;8570,249809;12;3;1;1;1;1;1;1;6;3;1;1;2;1;1;0;0;1;0;0;0;13028,46;764,5;13792,96122
1;35;3;6;2;1;8570,249809;3;3;1;1;1;1;1;2;8;2;1;1;3;1;2;0;0;1;0;0;0;8187,19;526,24;8713,431222
1;35;3;6;3;1;8570,249809;4;5;1;1;1;1;1;2;3;1;1;1;1;1;6;1;2;1;0;0;0;917,09;54,64;971,7412222
1;35;3;6;4;1;8570,249809;6;3;1;1;1;1;1;2;8;2;1;1;2;1;1;0;0;1;0;0;0;4219,17;809,92;5029,081222
1;35;3;6;6;1;8570,249809;6;2;1;1;1;1;1;2;3;1;1;1;1;1;6;2;3;1;0;0;0;1522,85;14,4;1537,251222
1;35;3;6;7;1;8570,249809;9;2;1;1;1;1;1;2;7;2;1;1;2;1;1;0;0;1;0;0;0;1760,73;13;1773,731222
1;35;4;4;1;1;7954,244328;15;4;1;2;1;1;1;2;5;2;1;1;1;1;2;0;0;1;0;0;0;4198,1;377,4;4575,501222
1;35;4;4;10;1;7954,244328;23;5;1;1;1;1;1;2;5;2;1;1;1;1;6;2;2;1;0;0;0;1746,5;0;1746,501222
1;35;4;4;11;1;7954,244328;23;2;1;1;2;1;2;2;6;1;1;1;1;1;1;0;0;1;0;0;0;3697,23;786,8;4484,031222
1;35;4;4;13;1;7954,244328;26;5;1;2;1;1;1;2;4;2;1;1;1;1;1;0;0;1;0;0;0;1886,67;400;2286,671222
1;35;4;4;3;1;7954,244328;15;5;1;2;2;1;2;2;7;3;1;1;1;1;2;0;0;1;0;0;0;11874,75;612;12486,75122
1;35;4;4;5;1;7954,244328;17;3;1;1;2;1;2;2;5;2;1;1;1;1;4;0;0;1;0;0;0;2600;505;3105,001222
1;35;4;4;8;1;7954,244328;20;6;1;1;1;1;1;2;5;2;1;1;1;1;6;1;2;1;0;0;0;1715,83;0;1715,831222
1;35;5;2;1;1;4617,575209;16;4;1;1;1;1;1;3;12;3;1;1;5;1;1;0;0;1;0;0;0;10740;0;10740,00112
1;35;5;2;10;1;4617,575209;24;3;1;1;2;1;1;2;6;2;1;1;2;1;6;2;2;1;0;0;0;3000;0;3000,001222
1;35;5;2;11;1;4617,575209;24;1;1;1;1;1;1;3;6;1;1;1;1;1;1;0;0;1;0;0;0;450,97;351,55;802,5211212
1;35;5;2;13;1;4617,575209;24;5;1;2;1;1;1;2;5;3;1;1;1;1;6;3;2;1;0;0;0;4811,58;23,1;4834,681121
1;35;5;2;3;1;4617,575209;15;2;1;1;1;1;2;2;5;1;1;1;1;1;6;1;2;1;0;0;0;1277,17;239,82;1516,991121
1;35;5;2;5;1;4617,575209;18;2;1;1;1;1;1;2;7;1;1;1;2;1;1;0;0;1;0;0;0;1148;1538,3;2686,301121
1;35;5;2;6;1;4617,575209;18;2;1;1;1;1;1;2;9;1;1;1;4;1;1;0;0;1;0;0;0;3551,25;3836,2;7387,451121
1;35;5;2;8;1;4617,575209;22;4;1;1;1;1;1;2;11;3;1;1;5;1;1;0;0;1;0;0;0;8050,69;4784,41;12835,10112
1;35;6;0;10;1;8418,305629;25;2;1;1;1;1;2;2;9;2;1;1;3;1;1;0;0;1;0;0;0;874,8;616,41;1491,211222
1;35;6;0;13;1;8418,305629;25;4;1;1;1;1;1;2;3;1;1;1;1;1;4;0;0;1;0;0;0;1903,13;327,12;2230,241222
1;35;6;0;3;1;8418,305629;16;6;1;2;1;1;1;2;10;3;1;1;4;1;1;0;0;1;0;0;0;16338,94;1515;17853,94122
1;35;6;0;4;1;8418,305629;19;1;1;1;2;1;2;2;4;1;1;1;1;1;1;0;0;1;0;0;0;2180;482,92;2662,921222
1;35;6;0;5;1;8418,305629;19;6;1;1;1;1;1;2;6;3;1;1;1;1;1;0;0;1;0;0;0;1080;456;1536,001222
1;35;6;0;6;1;8418,305629;19;3;1;1;1;1;1;2;4;2;1;1;1;1;1;0;0;1;0;0;0;3234,6;397;3631,601222
1;35;6;0;7;1;8418,305629;22;4;1;1;1;1;1;2;5;2;1;1;2;1;6;3;3;1;0;0;0;6355,99;63,53;6419,521222
1;35;6;0;8;1;8418,305629;22;2;1;1;1;1;1;2;5;2;1;1;1;1;1;0;0;1;0;0;0;1132,98;386,73;1519,711222
1;35;7;9;10;1;5606,176589;35;2;1;1;1;1;2;4;6;2;1;1;2;1;1;0;0;1;0;0;0;1515,28;408,06;1923,331222
1;35;7;9;11;1;5606,176589;38;3;1;1;1;1;1;2;4;1;1;1;1;1;6;2;1;1;0;0;0;3484;5,1;3489,101222
1;35;7;9;12;1;5606,176589;37;3;1;1;1;1;1;2;5;2;1;1;1;1;1;0;0;1;0;0;0;2239,68;400;2639,681222
1;35;7;9;13;1;5606,176589;40;3;1;1;1;1;1;2;5;2;1;1;1;1;1;0;0;1;0;0;0;3900;400;4300,001222
1;35;7;9;2;1;5606,176589;27;2;1;1;1;1;1;2;4;1;1;1;1;1;6;2;2;1;0;0;0;960;206,84;1166,841222
1;35;7;9;3;1;5606,176589;29;2;1;1;1;1;1;2;5;2;1;1;1;1;1;0;0;1;0;0;0;1484,5;434,04;1918,541222
1;35;7;9;5;1;5606,176589;31;2;1;1;1;1;1;2;4;1;1;1;1;1;1;0;0;1;0;0;0;1394,42;571,47;1965,891122
1;35;7;9;6;1;5606,176589;31;6;1;2;1;1;1;2;8;3;1;1;2;1;1;0;0;1;0;0;0;12274,73;895,18;13169,90122
1;35;7;9;7;1;5606,176589;34;1;1;1;1;1;2;2;4;1;1;1;1;1;1;0;0;1;0;0;0;450,28;672,73;1123,011122
1;35;7;9;9;1;5606,176589;35;2;1;1;1;1;1;2;10;2;1;1;2;1;2;0;0;1;0;0;0;4265,28;549,5;4814,781122
1;35;8;7;1;1;5704,111522;28;2;1;1;1;1;1;2;8;1;1;1;3;1;1;0;0;1;0;0;0;3297,9;1021,08;4318,981222
1;35;8;7;10;1;5704,111522;36;3;1;1;1;1;1;2;6;2;1;1;2;1;1;0;0;1;0;0;0;2550,08;515;3065,081222
1;35;8;7;11;1;5704,111522;38;1;1;1;1;1;1;2;4;1;1;1;1;1;1;0;0;1;0;0;0;504,7;429,17;933,8712222
1;35;8;7;13;1;5704,111522;38;2;1;1;1;1;1;2;5;2;1;1;1;1;1;0;0;1;0;0;0;6312;500;6812,001222
1;35;8;7;2;1;5704,111522;28;1;1;1;1;1;1;2;5;1;1;1;1;1;1;0;0;1;0;0;0;787,93;500;1287,931222
1;35;8;7;3;1;5704,111522;30;4;1;2;1;1;1;2;5;2;1;1;1;1;1;0;0;1;0;0;0;3905,23;746;4651,231222
1;35;8;7;4;1;5704,111522;30;1;1;1;1;1;1;3;6;1;1;1;1;1;1;0;0;1;0;0;0;1081,82;794,48;1876,301222
1;35;8;7;5;1;5704,111522;32;4;1;1;1;1;1;2;5;2;1;1;1;1;1;0;0;1;0;0;0;2531,13;697,6;3228,731222
1;35;8;7;7;1;5704,111522;34;3;1;1;1;1;2;2;7;2;1;1;2;1;2;0;0;1;0;0;0;9583,92;302,83;9886,751122
1;35;8;7;8;1;5704,111522;34;3;1;1;1;1;2;4;3;1;1;1;1;1;1;0;0;1;0;0;0;575,86;285,69;861,5511122
1;35;8;7;9;1;5704,111522;36;4;1;1;1;1;1;2;7;2;1;1;1;1;6;3;2;1;0;0;0;1195;305,07;1500,071222
1;35;9;5;1;1;2555,090645;40;4;1;1;1;1;1;2;5;2;1;1;1;1;6;2;2;1;0;0;0;2000;263,43;2263,431222
1;35;9;5;10;1;2555,090645;49;9;1;3;1;1;1;2;10;3;1;1;3;1;1;0;0;2;0;0;0;539;540,74;1079,741222
1;35;9;5;11;1;2555,090645;50;6;1;1;1;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;872,55;583,72;1456,271222
1;35;9;5;12;1;2555,090645;50;1;1;1;1;1;2;2;5;1;1;1;2;1;1;0;0;2;0;0;0;258;279,12;537,1212222
1;35;9;5;13;1;2555,090645;52;4;1;1;1;1;2;4;3;1;1;1;1;1;6;2;1;2;0;0;0;177,69;93,81;271,5012222
1;35;9;5;3;1;2555,090645;42;3;1;1;1;1;2;2;7;2;1;1;1;1;1;0;0;1;0;0;0;690;66,67;756,6712222
1;35;9;5;4;1;2555,090645;42;2;1;1;1;1;2;2;5;1;1;1;1;1;1;0;0;1;0;0;0;2530;500;3030,001222
1;35;9;5;5;1;2555,090645;44;10;1;1;1;1;1;4;5;2;1;1;1;1;1;0;0;1;0;0;0;594,64;1042,4;1637,041222
1;35;9;5;6;1;2555,090645;44;8;1;2;1;1;2;2;7;4;1;1;2;1;1;0;0;1;0;0;0;18059,34;548,4;18607,74122
1;35;9;5;7;1;2555,090645;47;4;1;1;1;1;2;2;3;1;1;1;1;1;1;0;0;2;0;0;0;2267,06;550,31;2817,381222
1;35;9;5;8;1;2555,090645;46;1;1;1;1;1;2;3;2;1;1;1;1;1;4;0;0;1;0;0;0;476,24;342,37;818,6112222
1;35;9;5;9;1;2555,090645;49;4;1;1;1;1;2;2;6;2;1;1;1;1;5;0;0;1;0;0;0;2861,33;321,03;3182,361222
1;35;10;9;1;1;6074,537915;42;2;1;1;1;1;2;2;7;1;1;1;2;1;1;0;0;1;0;0;0;13250,59;700;13950,59122
1;35;10;9;10;1;6074,537915;50;3;1;1;1;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;1415,37;488,5;1903,861222
1;35;10;9;11;1;6074,537915;51;3;1;1;2;1;2;2;8;2;1;1;2;1;1;0;0;1;0;0;0;9263,94;193,5;9457,441222
1;35;10;9;13;1;6074,537915;51;2;1;1;2;1;2;3;7;1;1;1;1;1;1;0;0;1;0;0;0;6174,91;737,78;6912,691222
1;35;10;9;2;1;6074,537915;41;2;1;1;1;1;2;2;7;1;1;1;1;1;1;0;0;1;0;0;0;1085;444,73;1529,731222
1;35;10;9;3;1;6074,537915;44;4;1;1;1;1;1;2;8;2;1;1;2;1;1;0;0;1;0;0;0;3131;585,42;3716,421222
1;35;10;9;5;1;6074,537915;45;2;1;1;1;1;2;3;6;1;1;1;1;1;1;0;0;1;0;0;0;1230;516,33;1746,331222
1;35;10;9;6;1;6074,537915;45;6;1;2;1;1;1;2;7;3;1;1;2;1;1;0;0;1;0;0;0;6325,12;19,31;6344,421222
1;35;10;9;7;1;6074,537915;48;4;1;1;2;1;2;3;7;2;1;1;1;1;1;0;0;1;0;0;0;5100;862,18;5962,181222
1;35;10;9;8;1;6074,537915;47;3;1;1;1;1;1;2;4;1;1;1;1;1;6;2;2;1;0;0;0;1926,4;0;1926,401222
1;35;10;9;9;1;6074,537915;49;8;1;2;1;1;1;2;9;3;1;1;2;1;1;0;0;1;0;0;0;4702,3;990;5692,301222
1;35;11;7;1;2;6506,811093;1;4;1;1;1;1;1;3;4;2;1;1;1;1;1;0;0;1;0;0;0;2689,81;384,89;3074,701122
1;35;11;7;10;2;6506,811093;10;2;1;1;1;1;2;2;4;1;1;1;1;1;4;0;0;1;0;0;0;1827,5;360,75;2188,251112
1;35;11;7;11;2;6506,811093;11;4;1;1;1;1;2;2;3;2;1;1;1;1;6;1;1;1;0;0;0;172,89;0;172,8912121
1;35;11;7;13;2;6506,811093;13;2;1;1;1;1;2;2;4;1;1;1;1;1;1;0;0;1;0;0;0;1296,7;16,11;1312,811112
1;35;11;7;3;2;6506,811093;3;3;1;1;1;1;1;2;5;2;1;1;1;1;1;0;0;1;0;0;0;913,63;254,13;1167,751122
1;35;11;7;4;2;6506,811093;4;7;1;1;1;1;1;2;5;2;1;1;1;1;6;2;2;1;0;0;0;4320,43;52,13;4372,561222
1;35;11;7;6;2;6506,811093;7;2;1;1;1;1;2;2;6;1;1;1;1;1;4;0;0;1;0;0;0;1306;341,8;1647,801122
1;35;11;7;7;2;6506,811093;7;3;1;1;1;1;2;4;5;1;1;1;1;1;1;0;0;1;0;0;0;1706,97;306;2012,971222
1;35;11;7;8;2;6506,811093;8;2;1;1;1;1;2;2;5;2;1;1;1;1;6;2;3;1;0;0;0;467,4;61,8;529,2012222
1;35;12;5;1;2;5364,43113;15;3;1;1;1;1;2;2;4;1;1;1;1;1;4;0;0;1;0;0;0;237,5;529,96;767,4611222
1;35;12;5;10;2;5364,43113;23;3;1;1;1;1;2;2;2;1;1;1;1;1;4;0;0;1;0;0;0;2199,79;417,43;2617,221122
1;35;12;5;11;2;5364,43113;25;2;1;1;1;1;1;2;7;1;1;1;2;1;1;0;0;1;0;0;0;2073,27;634,13;2707,391122
1;35;12;5;13;2;5364,43113;26;6;1;1;1;1;1;2;5;2;1;1;1;1;4;0;0;1;0;0;0;1163,36;491,79;1655,151122
1;35;12;5;3;2;5364,43113;16;5;1;1;1;1;2;2;6;3;1;1;1;1;1;0;0;1;0;0;0;882,64;917,05;1799,701122
1;35;12;5;4;2;5364,43113;17;4;1;1;1;1;2;2;7;3;1;1;2;1;2;0;0;1;0;0;0;3069,81;688,28;3758,091122
1;35;12;5;5;2;5364,43113;18;5;1;1;1;1;2;2;6;2;1;1;2;1;6;3;1;1;0;0;0;1710,09;94,92;1805,011122
1;35;12;5;6;2;5364,43113;19;4;1;1;1;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;2342,4;366,96;2709,351122
1;35;12;5;7;2;5364,43113;20;6;1;1;1;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;2261,45;389,31;2650,761122
1;35;12;5;8;2;5364,43113;21;3;1;1;1;1;1;2;11;2;1;1;4;1;1;0;0;1;0;0;0;5241;0;5241,001122
1;35;13;3;10;2;19521,85943;35;1;1;1;2;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;1859,83;500;2359,831222
1;35;13;3;11;2;19521,85943;37;6;1;1;2;1;2;2;5;2;1;1;1;1;4;0;0;1;0;0;0;453,5;474,04;927,5412222
1;35;13;3;13;2;19521,85943;39;1;1;1;2;1;2;2;5;1;1;1;1;1;1;0;0;1;0;0;0;5398,6;346,97;5745,571121
1;35;13;3;3;2;19521,85943;29;4;1;1;2;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;3605,23;480,2;4085,431122
1;35;13;3;5;2;19521,85943;31;3;1;1;2;1;2;2;4;2;1;1;1;1;2;0;0;1;0;0;0;8768,73;552,2;9320,931112
1;35;13;3;6;2;19521,85943;31;3;1;1;2;1;2;2;5;2;1;1;1;1;6;2;2;1;0;0;0;5445;18,18;5463,181222
1;35;13;3;9;2;19521,85943;35;3;1;1;2;1;2;2;6;2;1;1;1;1;1;0;0;1;0;0;0;3375,2;418,69;3793,891111
1;35;14;1;1;2;2333,14114;28;4;1;1;1;1;1;2;3;1;1;1;1;1;4;0;0;1;0;0;0;950,6;250;1200,601222
1;35;14;1;10;2;2333,14114;36;1;1;1;1;1;2;2;6;1;1;1;2;1;1;0;0;1;0;0;0;759,5;541,92;1301,421222
1;35;14;1;11;2;2333,14114;38;4;1;1;1;1;2;2;5;2;1;1;1;1;4;0;0;1;0;0;0;2089,25;0;2089,251222
1;35;14;1;12;2;2333,14114;38;5;1;1;1;1;2;2;6;2;1;1;1;1;1;0;0;1;0;0;0;3000;500;3500,001122
1;35;14;1;13;2;2333,14114;38;4;1;1;1;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;2748,58;491,07;3239,651222
1;35;14;1;2;2;2333,14114;28;2;1;1;1;1;2;2;5;1;1;1;1;1;1;0;0;1;0;0;0;2542,52;359,16;2901,681122
1;35;14;1;3;2;2333,14114;30;2;1;1;1;1;2;2;5;1;1;1;1;1;6;3;1;1;0;0;0;693,62;188,36;881,9812222
1;35;14;1;4;2;2333,14114;31;3;1;1;1;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;3052,67;500;3552,671222
1;35;14;1;5;2;2333,14114;32;2;1;1;1;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;1343,29;350;1693,291222
1;35;14;1;6;2;2333,14114;32;1;1;1;1;1;2;2;3;1;1;1;1;1;1;0;0;1;0;0;0;1085,83;258,16;1343,991222
1;35;14;1;7;2;2333,14114;34;5;1;1;1;1;1;2;5;2;1;1;1;1;4;0;0;1;0;0;0;3610,5;350;3960,501222
1;35;14;1;8;2;2333,14114;34;1;1;1;1;1;2;2;4;1;1;1;1;1;6;3;2;1;0;0;0;2787,5;0;2787,501222
1;35;14;1;9;2;2333,14114;37;7;1;1;1;1;1;4;7;3;1;1;2;1;1;0;0;1;0;0;0;5490,24;500;5990,241222
1;35;15;0;1;2;2478,594302;40;1;1;1;1;1;2;7;5;1;1;1;1;1;1;0;0;1;0;0;0;951,55;600;1551,551121
1;35;15;0;10;2;2478,594302;48;3;1;1;2;1;2;2;9;3;1;1;3;1;1;0;0;1;0;0;0;10799,08;461,5;11260,58122
1;35;15;0;11;2;2478,594302;50;1;1;1;1;1;2;3;5;1;1;1;2;1;1;0;0;1;0;0;0;24951,27;974,77;25926,04122
1;35;15;0;12;2;2478,594302;50;3;1;1;2;1;2;2;8;3;1;1;2;1;2;0;0;1;0;0;0;7537,17;125;7662,171121
1;35;15;0;13;2;2478,594302;52;3;1;1;1;1;2;2;6;2;1;1;1;1;6;3;2;1;0;0;0;2697,62;50,13;2747,751222
1;35;15;0;2;2;2478,594302;40;5;1;1;1;1;2;7;7;3;1;1;2;1;1;0;0;1;0;0;0;10784,5;1158,33;11942,83121
1;35;15;0;3;2;2478,594302;42;3;1;1;1;1;2;2;6;2;1;1;2;1;6;1;3;1;0;0;0;1135;20,51;1155,511112
