TIPO DE REGISTRO                  ;CÓDIGO DA UF;NÚMERO SEQUENCIAL;DV DO SEQUENCIAL;NÚMERO DO DOMICÍLIO;ESTRATO GEOGRÁFICO;FATOR DE EXPANSÃO 2 (AJUSTADO P/ ESTIMATIVAS)           ;PERÍODO REAL DA COLETA;QUANTIDADE DE MORADORES      ;QUANTIDADE DE UC                ;QUANTIDADE DE FAMÍLIAS;TIPO DE DOMICILIO;MATERIAL QUE PREDOMINA NAS PAREDES EXTERNAS;MATERIAL QUE PREDOMINA NA COBERTURA;MATERIAL QUE PREDOMINA NO PISO;QUANTIDADE DE CÔMODOS;CÔMODOS SERVINDO DE DORMITÓRIO;EXISTÊNCIA DE ÁGUA CANALIZADA;PROVENIÊNCIA DA ÁGUA;QUANTIDADE DE BANHEIROS;ESCOADOURO SANITÁRIO;CONDIÇÃO DE OCUPAÇÃO;TEMPO DE ALUGUEL;TIPO DE CONTRATO DE ALUGUEL;EXISTÊNCIA DE PAVIMENTAÇÃO NA RUA;IMPUTAÇÃO - QUANTIDADE DE CÔMODOS;IMPUTAÇÃO - QUANTIDADE DE BANHEIROS;IMPUTAÇÃO - ESCOADOURO SANITÁRIO;RENDA MONETÁRIA MENSAL DO DOMICÍLIO;RENDA NÃO MONETÁRIA MENSAL DO DOMICÍLIO;RENDA TOTAL MENSAL DO DOMICÍLIO               
1;33;1;9;1;1;1887,383316;1;4;1;1;2;1;2;2;8;3;1;1;2;1;1;0;0;1;0;0;0;2496,04;848;3344,041122
1;33;1;9;10;1;1887,383316;10;5;1;1;1;1;2;2;7;2;1;1;2;1;6;2;3;1;0;0;0;2111,52;0;2111,521122
1;33;1;9;11;1;1887,383316;11;3;1;1;2;1;2;2;8;3;1;1;2;1;1;0;0;1;0;0;0;8400,05;587,1;8987,151122
1;33;1;9;12;1;1887,383316;12;4;1;1;2;1;2;6;6;3;1;1;1;1;1;0;0;1;0;0;0;4045,96;416;4461,961122
1;33;1;9;13;1;1887,383316;14;3;1;1;2;1;2;4;8;3;1;1;2;1;6;2;2;1;0;0;0;1141,9;0;1141,901222
1;33;1;9;3;1;1887,383316;4;2;1;1;2;1;2;2;8;2;1;1;2;1;1;0;0;1;0;0;0;10393,33;840;11233,33112
1;33;1;9;5;1;1887,383316;5;1;1;1;1;1;1;4;5;1;1;1;1;1;1;0;0;1;0;0;0;868,55;315;1183,551122
1;33;1;9;6;1;1887,383316;6;3;1;1;2;1;2;2;8;3;1;1;2;1;2;0;0;1;0;0;0;4280,65;549,93;4830,581121
1;33;1;9;7;1;1887,383316;7;3;1;1;2;1;2;2;8;2;1;1;2;1;1;0;0;1;0;0;0;3419,03;487,6;3906,631122
1;33;1;9;8;1;1887,383316;9;4;1;1;2;1;2;3;8;3;1;1;2;1;1;0;0;1;0;0;0;6473,42;511,14;6984,561122
1;33;1;9;9;1;1887,383316;9;2;1;1;1;1;2;2;7;2;1;1;2;1;1;0;0;1;0;0;0;5725,5;520;6245,501122
1;33;2;7;1;1;4413,14233;14;3;1;1;2;1;1;2;5;2;1;1;1;1;1;0;0;1;0;0;0;6219,19;408,96;6628,151122
1;33;2;7;10;1;4413,14233;23;4;1;1;2;1;2;2;5;3;1;1;1;1;1;0;0;1;0;0;0;6553,5;463,5;7017,001122
1;33;2;7;12;1;4413,14233;25;1;1;1;2;1;2;2;5;1;1;1;1;1;4;0;0;1;0;0;0;2255,17;788,33;3043,501122
1;33;2;7;13;1;4413,14233;26;3;1;1;2;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;5312,44;3690,13;9002,571122
1;33;2;7;3;1;4413,14233;16;2;1;1;2;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;1860;0;1860,001122
1;33;2;7;4;1;4413,14233;17;9;1;1;2;1;2;2;5;3;1;1;1;1;1;0;0;1;0;0;0;9552,42;619,69;10172,12112
1;33;2;7;6;1;4413,14233;20;2;1;1;2;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;2386,57;515;2901,571122
1;33;2;7;7;1;4413,14233;21;6;1;1;2;1;2;2;5;2;1;1;1;1;2;0;0;1;0;0;0;2387,14;1037,75;3424,891122
1;33;2;7;9;1;4413,14233;22;1;1;1;2;1;2;2;5;1;1;1;1;1;2;0;0;1;0;0;0;2861,15;605,13;3466,281122
1;33;3;5;1;1;4258,144456;27;3;1;1;2;1;2;3;4;2;1;1;1;1;6;3;1;1;0;0;0;4345,73;0;4345,731122
1;33;3;5;10;1;4258,144456;37;4;1;1;1;1;1;2;11;3;1;1;5;1;1;0;0;1;0;0;0;22478,2;2838,15;25316,35112
1;33;3;5;11;1;4258,144456;37;4;1;1;1;1;1;2;12;3;1;1;5;2;1;0;0;1;0;0;0;9065,2;3452,24;12517,44112
1;33;3;5;13;1;4258,144456;39;4;1;1;1;1;1;3;14;3;1;1;5;1;1;0;0;1;0;0;0;18016,5;4082,72;22099,22112
1;33;3;5;2;1;4258,144456;28;3;1;1;1;1;1;2;7;2;1;1;2;1;1;0;0;1;0;0;0;14492,5;1446;15938,50112
1;33;3;5;4;1;4258,144456;30;4;1;2;1;1;1;2;13;2;1;1;4;1;1;0;0;1;0;0;0;23694;204;23898,00122
1;33;3;5;5;1;4258,144456;31;4;1;1;1;1;1;2;15;2;1;1;5;1;1;0;0;1;0;0;0;22735,8;250;22985,80112
1;33;3;5;6;1;4258,144456;32;5;1;1;1;1;1;2;11;4;1;1;3;1;1;0;0;1;0;0;0;14184,53;2057,09;16241,62112
1;33;3;5;9;1;4258,144456;36;4;1;1;1;1;1;3;12;3;1;1;4;2;1;0;0;1;0;0;0;14300,17;1773,42;16073,58112
1;33;4;3;10;1;6969,31619;49;1;1;1;2;1;2;2;7;2;1;1;2;1;1;0;0;1;0;0;0;2100,63;492,52;2593,151122
1;33;4;3;12;1;6969,31619;51;3;1;1;2;1;2;2;12;4;1;1;5;1;1;0;0;1;0;0;0;15347;1071,18;16418,19112
1;33;4;3;2;1;6969,31619;42;2;1;1;2;1;2;2;9;3;1;1;3;1;1;0;0;1;0;0;0;2723,4;726,16;3449,561122
1;33;4;3;4;1;6969,31619;43;2;1;1;2;1;2;2;6;2;1;1;2;1;1;0;0;1;0;0;0;6189,92;356,45;6546,371122
1;33;4;3;5;1;6969,31619;44;3;1;1;2;1;2;2;5;1;1;1;1;1;4;0;0;1;0;0;0;1165,73;320;1485,731122
1;33;4;3;7;1;6969,31619;46;4;1;1;2;1;2;2;10;4;1;1;3;1;6;2;3;1;0;0;0;10890;11,67;10901,67112
1;33;4;3;8;1;6969,31619;47;3;1;1;2;1;1;2;6;2;1;1;2;1;6;3;2;1;0;0;0;2849,5;153,64;3003,141122
1;33;4;3;9;1;6969,31619;48;5;1;1;2;1;2;2;7;3;1;1;3;1;1;0;0;1;0;0;0;9118,99;0;9118,991122
1;33;5;1;1;2;3287,40627;1;1;1;1;2;1;2;2;6;2;1;1;1;1;6;3;2;1;0;0;0;719,33;0;719,3311222
1;33;5;1;10;2;3287,40627;9;3;1;1;2;1;2;2;5;2;1;1;1;1;6;3;2;1;0;0;0;4206,9;0;4206,901122
1;33;5;1;11;2;3287,40627;11;4;1;1;1;1;1;4;4;1;1;1;1;1;6;2;2;1;0;0;0;1290,46;0;1290,461122
1;33;5;1;12;2;3287,40627;11;2;1;1;2;1;2;2;6;2;1;1;1;1;6;3;2;1;0;0;0;2223,42;0;2223,421122
1;33;5;1;2;2;3287,40627;1;1;1;1;1;1;1;4;4;1;1;1;1;1;4;0;0;1;0;0;0;179,12;409,33;588,4511222
1;33;5;1;3;2;3287,40627;3;3;1;1;2;1;2;3;5;2;1;1;1;1;1;0;0;1;0;0;0;4795,25;525;5320,251122
1;33;5;1;5;2;3287,40627;5;1;1;1;3;1;1;2;2;1;1;1;1;1;4;0;0;1;0;0;0;425,9;147,24;573,1411222
1;33;5;1;7;2;3287,40627;7;8;1;1;1;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;2019,16;312;2331,161122
1;33;5;1;8;2;3287,40627;7;2;1;1;2;1;2;2;4;1;1;1;1;1;6;2;2;1;0;0;0;2838,55;36;2874,551122
1;33;5;1;9;2;3287,40627;9;3;1;1;2;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;2940,42;465,73;3406,151122
1;33;6;0;1;2;3301,784984;2;3;1;1;2;1;2;2;4;2;1;1;1;1;1;0;0;1;0;0;0;14286,4;374,33;14660,73112
1;33;6;0;11;2;3301,784984;8;4;1;1;2;1;2;2;6;2;1;1;1;1;1;0;0;1;0;0;0;2081,59;417,53;2499,131122
1;33;6;0;15;2;3301,784984;11;3;1;1;2;1;2;2;7;2;1;1;2;1;1;0;0;1;0;0;0;1821,57;676;2497,571122
1;33;6;0;16;2;3301,784984;11;2;1;1;2;1;2;2;5;1;1;1;1;1;1;0;0;1;0;0;0;4803,68;18,36;4822,041122
1;33;6;0;17;2;3301,784984;14;3;1;1;1;1;1;2;8;2;1;1;2;1;6;3;1;1;0;0;0;11533,56;0;11533,56112
1;33;6;0;2;2;3301,784984;1;4;1;1;2;1;2;2;8;3;1;1;3;1;2;0;0;1;0;0;0;24650;200,7;24850,70112
1;33;6;0;20;2;3301,784984;14;2;1;1;2;1;2;2;4;1;1;1;1;1;1;0;0;1;0;0;0;2361,67;416;2777,671122
1;33;6;0;3;2;3301,784984;2;1;1;1;2;1;2;2;4;1;1;1;1;1;1;0;0;1;0;0;0;844,56;366,5;1211,061122
1;33;6;0;4;2;3301,784984;2;2;1;1;2;1;2;2;4;2;1;1;1;1;1;0;0;1;0;0;0;5898,25;305,99;6204,241122
1;33;6;0;5;2;3301,784984;4;3;1;1;2;1;2;3;4;2;1;1;1;1;1;0;0;1;0;0;0;1509,88;812,11;2321,991122
1;33;6;0;6;2;3301,784984;5;2;1;1;2;1;2;2;4;1;1;1;1;1;6;1;3;1;0;0;0;1557,51;287,32;1844,831122
1;33;6;0;7;2;3301,784984;5;1;1;1;2;1;2;2;5;1;1;1;1;1;1;0;0;1;0;0;0;6020;366,06;6386,061122
1;33;6;0;8;2;3301,784984;4;2;1;1;2;1;2;2;5;1;1;1;1;1;1;0;0;1;0;0;0;673,21;369,37;1042,581122
1;33;7;8;1;2;4607,218481;2;1;1;1;3;1;1;4;3;1;1;1;1;2;4;0;0;1;0;0;0;788,98;624,06;1413,031222
1;33;7;8;10;2;4607,218481;11;5;1;1;1;1;1;2;9;3;1;1;2;1;1;0;0;1;0;0;0;12145,37;827,19;12972,56122
1;33;7;8;11;2;4607,218481;13;4;1;1;1;1;1;2;3;1;1;1;1;1;1;0;0;1;0;0;0;2103,87;516,67;2620,541221
1;33;7;8;3;2;4607,218481;4;3;1;1;1;1;1;2;6;2;1;1;2;1;6;3;1;1;0;0;0;10466,82;7;10473,82122
1;33;7;8;5;2;4607,218481;6;2;1;1;1;1;1;2;6;1;1;1;2;1;1;0;0;1;0;0;0;133,5;525;658,5011222
1;33;7;8;6;2;4607,218481;7;2;1;1;1;1;2;2;5;1;1;1;1;1;6;3;2;1;0;0;0;2012,04;21,5;2033,541221
1;33;7;8;7;2;4607,218481;9;2;1;1;1;1;2;2;4;1;1;1;1;1;4;0;0;1;0;0;0;892,12;419,95;1312,071122
1;33;7;8;9;2;4607,218481;10;3;1;1;1;1;1;2;5;2;1;1;1;1;6;1;3;1;0;0;0;1759,81;71,18;1830,991122
1;33;8;6;1;2;4356,77946;14;3;1;1;2;1;2;2;7;2;1;1;2;1;1;0;0;1;0;0;0;1879,83;450,18;2330,011122
1;33;8;6;10;2;4356,77946;23;4;1;1;1;1;2;2;6;2;1;1;1;1;1;0;0;1;0;0;0;2320,24;338,67;2658,911122
1;33;8;6;13;2;4356,77946;26;5;1;1;2;1;1;2;7;3;1;1;2;1;1;0;0;1;0;0;0;5245,84;712,18;5958,021122
1;33;8;6;2;2;4356,77946;14;2;1;1;1;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;1839,28;373,15;2212,431122
1;33;8;6;3;2;4356,77946;14;4;1;1;2;1;2;3;4;1;1;1;1;1;6;3;1;1;0;0;0;1642,8;0;1642,801122
1;33;8;6;4;2;4356,77946;17;2;1;1;1;1;1;2;10;3;1;1;4;1;1;0;0;1;0;0;0;13325,15;0;13325,15112
1;33;8;6;5;2;4356,77946;17;4;1;1;1;1;2;2;6;2;1;1;1;1;1;0;0;1;0;0;0;4316,64;483,95;4800,591122
1;33;8;6;7;2;4356,77946;20;2;1;1;2;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;1129,25;261,27;1390,521122
1;33;8;6;8;2;4356,77946;20;2;1;1;2;1;2;2;6;2;1;1;2;1;1;0;0;1;0;0;0;1708,84;370,83;2079,671122
1;33;8;6;9;2;4356,77946;20;3;1;1;1;1;2;2;6;2;1;1;2;1;1;0;0;1;0;0;0;4490,94;613,64;5104,581122
1;33;9;4;1;2;1308,781432;15;4;1;1;1;1;1;2;5;2;1;1;1;1;6;3;3;1;0;0;0;1901,28;51,5;1952,781221
1;33;9;4;10;2;1308,781432;24;2;1;1;1;1;2;2;5;1;1;1;1;1;1;0;0;1;0;0;0;1935,88;286,49;2222,361121
1;33;9;4;11;2;1308,781432;24;3;1;1;1;1;2;2;5;1;1;1;1;1;6;1;2;1;0;0;0;1654,53;374;2028,531121
1;33;9;4;12;2;1308,781432;24;2;1;1;1;1;2;2;5;1;1;1;1;1;6;1;2;1;0;0;0;2605,85;236,99;2842,841121
1;33;9;4;13;2;1308,781432;24;1;1;1;1;1;2;2;6;1;1;1;1;1;1;0;0;1;0;0;0;3806,25;818,14;4624,391121
1;33;9;4;5;2;1308,781432;19;2;1;1;1;1;1;2;6;1;1;1;1;1;1;0;0;1;0;0;0;1305;526,43;1831,431122
1;33;9;4;6;2;1308,781432;18;2;1;1;2;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;45000;498,17;45498,17112
1;33;9;4;7;2;1308,781432;21;3;1;1;2;1;2;2;8;3;1;1;2;1;1;0;0;1;0;0;0;1305,67;463,5;1769,171122
1;33;9;4;8;2;1308,781432;22;2;1;1;1;1;1;1;8;2;1;1;1;1;1;0;0;1;0;0;0;2512,13;1185,8;3697,931121
1;33;9;4;9;2;1308,781432;22;3;1;1;2;1;1;2;8;2;1;1;2;1;1;0;0;1;0;0;0;1334,4;824;2158,401122
1;33;10;8;11;2;3323,23777;25;3;1;1;1;1;1;2;4;1;1;1;1;1;1;0;0;1;0;0;0;1417,02;446,87;1863,881122
1;33;10;8;12;2;3323,23777;25;3;1;1;2;1;2;2;7;2;1;1;1;1;6;1;2;1;0;0;0;7966,32;0;7966,321122
1;33;10;8;13;2;3323,23777;25;2;1;1;1;1;2;2;5;1;1;1;1;1;1;0;0;1;0;0;0;753,97;412;1165,971122
1;33;10;8;2;2;3323,23777;16;2;1;1;1;1;1;2;5;2;1;1;1;1;6;1;3;1;0;0;0;926,69;7,75;934,4412222
1;33;10;8;3;2;3323,23777;16;4;1;1;2;1;2;3;6;3;1;1;1;1;6;3;3;1;0;0;0;14280,83;0;14280,83112
1;33;10;8;4;2;3323,23777;19;2;1;1;2;1;2;5;4;2;1;1;1;1;1;0;0;1;0;0;0;759;654,29;1413,291222
1;33;10;8;5;2;3323,23777;19;2;1;1;2;1;2;3;8;1;1;1;1;1;1;0;0;1;0;0;0;2340;178,94;2518,941222
1;33;10;8;6;2;3323,23777;19;3;1;1;2;1;2;2;7;2;1;1;1;1;1;0;0;1;0;0;0;2818,59;515;3333,591121
1;33;10;8;7;2;3323,23777;22;2;1;1;1;1;2;2;6;1;1;1;1;1;6;2;2;1;0;0;0;2390;0;2390,001122
1;33;10;8;9;2;3323,23777;22;1;1;1;1;1;2;2;5;1;1;1;1;1;6;3;1;1;0;0;0;1139,6;0;1139,601122
1;33;11;6;11;2;3917,733652;37;3;1;1;1;1;2;2;6;2;1;1;1;1;6;2;2;1;0;0;0;9538,99;0;9538,991122
1;33;11;6;13;2;3917,733652;39;8;1;1;1;1;1;2;6;2;1;1;1;1;1;0;0;1;0;0;0;1583,75;510,81;2094,561122
1;33;11;6;2;2;3917,733652;28;5;1;1;1;1;1;2;6;2;1;1;1;1;1;0;0;1;0;0;0;5806,02;347,02;6153,041122
1;33;11;6;3;2;3917,733652;29;3;1;1;1;1;1;2;4;1;1;1;1;1;6;1;2;1;0;0;0;2859,8;188,66;3048,461122
1;33;11;6;6;2;3917,733652;32;1;1;1;1;1;1;2;6;1;1;1;1;1;1;0;0;1;0;0;0;1263;749,89;2012,891122
1;33;11;6;7;2;3917,733652;33;3;1;1;2;1;2;2;9;2;1;1;2;1;6;2;1;1;0;0;0;1171,25;0;1171,251122
1;33;11;6;8;2;3917,733652;34;4;1;1;1;1;1;2;4;1;1;1;1;1;2;0;0;1;0;0;0;4728,11;103,82;4831,931122
1;33;11;6;9;2;3917,733652;35;4;1;1;1;1;1;2;7;3;1;1;1;1;1;0;0;1;0;0;0;4011,29;439,52;4450,811122
1;33;12;4;1;2;2354,399367;27;3;1;1;2;1;2;2;4;1;1;1;1;1;4;0;0;1;0;0;0;819,71;295,85;1115,561122
1;33;12;4;10;2;2354,399367;34;1;1;1;2;1;2;2;4;1;1;1;1;1;1;0;0;1;0;0;0;1627,5;134,6;1762,101122
1;33;12;4;11;2;2354,399367;34;1;1;1;1;1;2;4;5;1;1;1;1;1;1;0;0;1;0;0;0;904,58;133;1037,581222
1;33;12;4;12;2;2354,399367;34;5;1;1;1;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;3648;454,5;4102,501222
1;33;12;4;14;2;2354,399367;36;1;1;1;1;1;2;4;4;1;1;1;1;1;1;0;0;2;0;0;0;77,5;202;279,5012222
1;33;12;4;15;2;2354,399367;37;3;1;1;1;1;2;2;6;2;1;1;1;1;1;0;0;1;0;0;0;2939,26;0;2939,261222
1;33;12;4;16;2;2354,399367;37;1;1;1;1;1;2;2;6;2;1;1;2;1;1;0;0;1;0;0;0;475,87;1132,16;1608,031122
1;33;12;4;17;2;2354,399367;39;5;1;1;1;1;2;2;6;3;1;1;1;1;1;0;0;1;0;0;0;2589,58;324,35;2913,931222
1;33;12;4;19;2;2354,399367;39;4;1;1;1;1;2;4;5;3;1;1;1;1;1;0;0;2;0;0;0;1680,7;567,17;2247,871222
1;33;12;4;3;2;2354,399367;27;7;1;1;1;1;1;2;6;3;1;1;1;1;1;0;0;1;0;0;0;2661,84;827,95;3489,791222
1;33;12;4;4;2;2354,399367;27;2;1;1;1;1;2;2;7;2;1;1;1;1;1;0;0;1;0;0;0;1251,51;241,4;1492,911122
1;33;12;4;5;2;2354,399367;30;7;2;2;1;1;2;2;5;2;1;1;1;1;4;0;0;1;0;0;0;1078,84;273,77;1352,612222
1;33;12;4;6;2;2354,399367;30;2;1;1;1;1;2;4;3;1;1;1;1;1;1;0;0;1;0;0;0;753,05;452,83;1205,892222
1;33;12;4;7;2;2354,399367;30;1;1;1;2;1;2;2;5;1;1;1;1;1;1;0;0;1;0;0;0;1811,07;306;2117,071122
1;33;12;4;9;2;2354,399367;33;3;1;1;2;1;2;2;5;1;1;1;1;1;1;0;0;1;0;0;0;4655,48;0;4655,481122
1;33;13;2;1;2;2829,831047;40;4;1;1;1;1;2;2;4;2;1;1;1;1;1;0;0;1;0;0;0;1009,6;335,33;1344,931222
1;33;13;2;11;2;2829,831047;50;5;1;1;1;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;857,33;346,73;1204,061122
1;33;13;2;13;2;2829,831047;52;7;1;1;2;1;2;2;5;2;1;1;1;1;6;3;3;1;0;0;0;1012,89;99,93;1112,821122
1;33;13;2;2;2;2829,831047;40;4;1;1;1;1;2;2;4;1;1;1;1;1;1;0;0;1;0;0;0;488,25;364,38;852,6312222
1;33;13;2;3;2;2829,831047;42;4;1;1;1;1;2;2;9;4;1;1;2;1;1;0;0;1;0;0;0;4191,61;551,22;4742,841122
1;33;13;2;4;2;2829,831047;42;1;1;1;1;1;1;3;6;1;1;1;1;1;6;3;2;1;0;0;0;1884,4;7,94;1892,341122
1;33;13;2;5;2;2829,831047;44;5;1;1;1;1;1;2;10;3;1;1;2;1;1;0;0;1;0;0;0;5984,58;492,39;6476,971122
1;33;13;2;6;2;2829,831047;44;2;1;1;1;1;1;2;9;3;1;1;1;1;1;0;0;1;0;0;0;2515,26;839,18;3354,431121
1;33;13;2;7;2;2829,831047;46;2;1;1;1;1;2;2;6;3;1;1;2;1;1;0;0;1;0;0;0;1903,75;487,44;2391,191122
1;33;13;2;8;2;2829,831047;46;2;1;1;1;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;1857,12;289,91;2147,031122
1;33;13;2;9;2;2829,831047;48;2;1;1;2;1;2;2;5;2;1;1;1;1;6;3;2;1;0;0;0;1871,1;0;1871,101122
1;33;14;0;10;2;6129,386248;49;3;1;1;1;1;2;2;5;3;1;1;1;1;1;0;0;1;0;0;0;933,06;491;1424,051122
1;33;14;0;11;2;6129,386248;52;4;1;1;1;1;2;7;8;2;1;1;2;1;1;0;0;1;0;0;0;1453,63;443,75;1897,391122
1;33;14;0;12;2;6129,386248;51;3;1;1;1;1;1;2;6;2;1;1;2;1;1;0;0;1;0;0;0;4808,33;3030;7838,331122
1;33;14;0;13;2;6129,386248;51;5;1;1;1;1;1;1;5;2;1;1;2;1;6;2;2;1;0;0;0;620,5;118,73;739,2311222
1;33;14;0;2;2;6129,386248;41;1;1;1;1;1;1;4;3;1;1;1;1;1;1;0;0;1;0;0;0;953,25;558,83;1512,081122
1;33;14;0;3;2;6129,386248;43;4;1;1;1;1;1;2;4;2;1;1;1;1;6;3;2;1;0;0;0;2684,92;15,88;2700,791122
1;33;14;0;4;2;6129,386248;43;2;1;1;1;1;1;2;7;2;1;1;2;1;1;0;0;1;0;0;0;3664,11;525,75;4189,861122
1;33;14;0;5;2;6129,386248;45;3;1;1;1;1;1;2;6;3;1;1;1;1;1;0;0;1;0;0;0;2497,43;545,42;3042,851122
1;33;14;0;7;2;6129,386248;47;1;1;1;2;1;2;2;5;1;1;1;1;1;6;3;2;1;0;0;0;1073,33;297,48;1370,801122
1;33;14;0;9;2;6129,386248;49;5;1;1;2;1;1;2;5;2;1;1;1;1;6;1;3;1;0;0;0;840;0;840,0011222
1;33;15;9;1;3;3023,048314;1;2;1;1;1;1;1;2;6;2;1;1;1;1;1;0;0;1;0;0;0;192,48;414,91;607,3911222
1;33;15;9;10;3;3023,048314;9;1;1;1;1;1;2;3;6;2;1;1;1;1;1;0;0;1;0;0;0;587,88;431,69;1019,571122
1;33;15;9;11;3;3023,048314;11;4;1;1;1;1;2;2;6;2;1;1;2;1;1;0;0;1;0;0;0;1012;395,2;1407,201122
1;33;15;9;12;3;3023,048314;11;1;1;1;1;1;1;4;5;2;1;1;1;1;1;0;0;1;0;0;0;442,56;262,1;704,6611222
1;33;15;9;13;3;3023,048314;13;4;1;1;1;1;1;2;6;2;1;1;1;1;1;0;0;1;0;0;0;2981,94;524,51;3506,451122
1;33;15;9;2;3;3023,048314;1;4;1;1;1;1;1;4;3;2;1;1;1;1;1;0;0;1;0;0;0;887,22;228,53;1115,751122
1;33;15;9;3;3;3023,048314;3;5;1;1;2;1;1;2;5;2;1;1;1;1;1;0;0;1;0;0;0;756,62;334,07;1090,691122
1;33;15;9;4;3;3023,048314;3;3;1;1;1;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;2048,44;384,44;2432,881122
1;33;15;9;5;3;3023,048314;5;4;1;1;1;1;1;2;5;2;1;1;1;1;1;0;0;1;0;0;0;1722,76;420;2142,761122
1;33;15;9;7;3;3023,048314;7;4;1;1;2;1;2;2;5;2;1;1;1;1;1;0;0;1;0;0;0;5492,98;387,2;5880,181122
1;33;15;9;8;3;3023,048314;7;1;1;1;1;1;1;2;4;1;1;1;1;1;1;0;0;1;0;0;0;517,91;364;881,9111222
1;33;15;9;9;3;3023,048314;9;4;1;1;1;1;1;2;6;2;1;1;1;1;1;0;0;1;0;0;0;5046,5;468;5514,501122
1;33;16;7;11;3;4295,0469;9;2;1;1;1;1;1;2;4;1;1;1;1;2;6;1;1;1;0;0;0;2052,08;30,3;2082,381122
1;33;16;7;12;3;4295,0469;10;4;1;1;1;1;2;2;9;3;1;1;3;1;1;0;0;1;0;0;0;3425,77;0;3425,771222
1;33;16;7;13;3;4295,0469;13;2;1;1;1;1;2;2;4;1;1;1;1;1;6;2;2;1;0;0;0;721,03;0;721,0312222
1;33;16;7;15;3;4295,0469;13;2;1;1;1;1;2;2;4;1;1;1;1;1;6;3;1;1;0;0;0;2146,93;0;2146,931222
1;33;16;7;16;3;4295,0469;13;4;1;1;1;1;2;2;8;2;1;1;2;1;1;0;0;1;0;0;0;1242,93;520;1762,931221
1;33;16;7;2;3;4295,0469;1;3;1;1;1;1;1;2;4;2;1;1;1;1;6;2;2;1;0;0;0;509;26,2;535,2011222
1;33;16;7;6;3;4295,0469;5;2;1;1;1;1;2;2;4;1;1;1;1;1;1;0;0;1;0;0;0;6027,94;192,01;6219,961122
1;33;16;7;8;3;4295,0469;5;2;1;1;2;1;2;3;6;1;1;1;1;1;6;2;1;1;0;0;0;1132,51;0;1132,511122
1;33;16;7;9;3;4295,0469;10;5;1;1;1;1;2;2;7;2;1;1;2;1;1;0;0;1;0;0;0;4200;415,98;4615,981121
1;33;17;5;1;3;2799,842838;2;3;1;1;2;1;1;2;6;2;1;1;2;1;2;0;0;2;0;0;0;2571,53;53;2624,531222
1;33;17;5;10;3;2799,842838;10;3;1;1;1;1;1;2;9;3;1;1;2;1;1;0;0;2;0;0;0;6399,4;750,11;7149,511222
1;33;17;5;11;3;2799,842838;13;1;1;1;2;1;1;3;5;1;1;1;1;1;5;0;0;2;0;0;0;1465,71;624;2089,711222
1;33;17;5;12;3;2799,842838;13;3;1;1;1;1;1;2;5;2;1;1;1;1;4;0;0;2;0;0;0;513,22;421,02;934,2312222
1;33;17;5;13;3;2799,842838;13;4;1;1;1;1;1;2;5;2;1;1;1;1;6;2;1;2;0;0;0;4399,44;0;4399,441122
1;33;17;5;2;3;2799,842838;2;3;1;1;1;1;1;2;6;2;1;1;2;1;1;0;0;2;0;0;0;8200;0;8200,001222
1;33;17;5;3;3;2799,842838;5;3;1;1;1;1;2;2;6;3;2;2;2;1;4;0;0;2;0;0;0;1979,15;517,17;2496,321222
1;33;17;5;5;3;2799,842838;6;2;1;1;1;1;1;2;7;1;1;1;2;1;1;0;0;2;0;0;0;10829,58;0;10829,58122
1;33;17;5;7;3;2799,842838;8;5;1;1;1;1;1;2;4;2;1;1;1;1;4;0;0;2;0;0;0;1200,54;631,65;1832,191222
1;33;17;5;8;3;2799,842838;9;1;1;1;1;1;1;5;8;1;1;1;3;1;1;0;0;2;0;0;0;6000,18;1155,5;7155,681222
1;33;17;5;9;3;2799,842838;10;2;1;1;1;1;1;2;5;1;1;1;1;1;1;0;0;2;0;0;0;2824,88;775,41;3600,291222
1;33;18;3;1;3;2805,970048;14;2;1;1;1;1;2;2;6;2;1;1;1;1;1;0;0;1;0;0;0;598,57;614,01;1212,571122
1;33;18;3;10;3;2805,970048;23;4;1;1;1;1;2;2;6;3;1;1;1;1;1;0;0;2;0;0;0;1483,17;337,05;1820,222122
1;33;18;3;11;3;2805,970048;23;2;1;1;1;1;2;2;5;2;1;1;1;1;1;0;0;2;0;0;0;798,6;288,4;1087,002122
1;33;18;3;12;3;2805,970048;26;3;1;1;3;1;2;4;3;1;1;1;1;1;6;3;1;2;0;0;0;1093,89;10,3;1104,192122
1;33;18;3;13;3;2805,970048;26;5;1;1;3;1;2;4;3;1;1;1;1;1;4;0;0;2;0;0;0;1731,78;284,88;2016,662122
