RAZAO_SOCIAL;ENDERECO;BAIRRO;BANDEIRA;PRECO_VENDA;PRECO_COMPRA;MODALIDADE_DE_COMPRA;FORNECEDOR;DATA_COLETA;CIDADE;UF;COMBUSTIVEL
Auto Posto Colina Comércio de Combustíveis Ltda;Rua Alberto Grando, 700;Oficina;BRANCA;3,49;NaN;-;-;12/09/2016;VIDEIRA;SC;Gasolina
Auto Posto de Combustivel Videirense Ltda - Me;Rua Fernando Egger, 374;Alvorada;BRANCA;3,52;3.196;CIF;POTENCIAL;12/09/2016;VIDEIRA;SC;Gasolina
Combustíveis Scariot Iii Ltda;Av Antonio Nico Favero, 622;Centro;PETROBRAS DISTRIBUIDORA S.A.;3,649;3.113;FOB;-;12/09/2016;VIDEIRA;SC;Gasolina
Auto Posto Capricho Ltda;Rua Saul Brandalise, 400;Centro;IPIRANGA;3,659;NaN;-;-;12/09/2016;VIDEIRA;SC;Gasolina
Posto Dois Pinheiros Perdizes Ltda.;Rua Saul Brandalise, 1610;Dois Pinheiros;IPIRANGA;3,699;NaN;-;-;13/09/2016;VIDEIRA;SC;Gasolina
Cooperativa Agro Pecuária Videirense Ltda.;Avenida Dom Pedro Ii, 789 Porta 02;Centro;PETROBRAS DISTRIBUIDORA S.A.;3,913;3.173;CIF;-;12/09/2016;VIDEIRA;SC;Gasolina
Stang & Stang Ltda;Rua Rui Barbosa, 370;Centro;STANG;3,589;NaN;-;-;12/09/2016;XANXERE;SC;Gasolina
Comércio de Combustíveis Calhandra Ltda.;Avenida La Salle, 139;Centro;RAIZEN;3,789;NaN;-;-;12/09/2016;XANXERE;SC;Gasolina
Posto Altos da Avenida Ltda.;Avenida Brasil, 1642;Tonial;IPIRANGA;3,799;NaN;-;-;12/09/2016;XANXERE;SC;Gasolina
Auto Posto Colpani Ltda.;Rod. Sc 480, S/n Km 90;Nossa Senhora de Lourdes;PETROBRAS DISTRIBUIDORA S.A.;3,799;NaN;-;-;12/09/2016;XANXERE;SC;Gasolina
Posto Irmao da Estrada Cidade Ltda;Avenida Getulio Vargas, 865 Esq Iracy Luchyna;Centro;PETROBRAS DISTRIBUIDORA S.A.;2,689;NaN;-;-;13/09/2016;ARARANGUA;SC;Etanol
Posto de Abastecimento Morro dos Conventos Ltda;Rua Gera, 163, S/n;Centro;BRANCA;2,789;NaN;-;-;13/09/2016;ARARANGUA;SC;Etanol
Rizzotto & Cia Ltda;Rua Fulvio Furtado, 1387;Cidade Alta;BRANCA;2,799;NaN;-;-;13/09/2016;ARARANGUA;SC;Etanol
Comercial Mazzuco Ltda;Rodovia Br 101, S/n Km 413;Mato Alto;PETROBRAS DISTRIBUIDORA S.A.;2,899;NaN;-;-;13/09/2016;ARARANGUA;SC;Etanol
Rizzotto & Cia Ltda;Avenida Getulio Vargas, 3000 Esquina Rodovia Sc 449;Jardim das Avenidas;RAIZEN;2,999;NaN;-;-;13/09/2016;ARARANGUA;SC;Etanol
Auto Posto Daminelli Ltda.;Praca Hercilio Luz, 100;Centro;IPIRANGA;3,199;NaN;-;-;13/09/2016;ARARANGUA;SC;Etanol
Abastecedora Praia dos Amores Ltda;Avenida do Estado, 133 0;Praia dos Amores;MIME;2,769;NaN;-;-;13/09/2016;BALNEARIO CAMBORIU;SC;Etanol
Auto Posto Cristo Luz Ltda;Avenida do Estado, 3505;Centro;IPIRANGA;2,799;2.37;CIF;-;13/09/2016;BALNEARIO CAMBORIU;SC;Etanol
Auto Posto Alexandre Dias Ltda.;Rua José Francisco Vitor, 250;Barra;BRANCA;2,99;NaN;-;-;13/09/2016;BALNEARIO CAMBORIU;SC;Etanol
Posto Maiochi Camboriú Ltda.;Rodovia Br 101, S/n Km 139;Nova Esperança;MIME;2,99;NaN;-;-;13/09/2016;BALNEARIO CAMBORIU;SC;Etanol
Auto Posto Diplomata Ii Ltda;Avenida Frei Edmundo Piechozer-4º, 360;Centro;IPIRANGA;2,997;NaN;-;-;13/09/2016;BALNEARIO CAMBORIU;SC;Etanol
Posto Irmão da Estrada Ltda.;Rodovia Br 101  Km 130, S/n Cx.p. 159;Varzea do Ranchinho;IPIRANGA;2,999;NaN;-;-;13/09/2016;BALNEARIO CAMBORIU;SC;Etanol
Auto Posto Balneario Camboriu Ltda;Avenida Marginal Oeste, S/n Esquina Com Rua Dom Henrique;Vila Real;PETROBRAS DISTRIBUIDORA S.A.;3,099;NaN;-;-;13/09/2016;BALNEARIO CAMBORIU;SC;Etanol
Auto Posto Andyara Ltda;Rodovia Marginal da Br 101, S/n 0;Centro;IPIRANGA;3,099;NaN;-;-;13/09/2016;BALNEARIO CAMBORIU;SC;Etanol
